Type,Date,Hour,Weekday,DayCode,Location,Amount
Transfer,5,11,Sat,7,CampusB,15000 
Withdrawal,5,11,Sat,7,CampusB,3000 
Withdrawal,5,11,Sat,7,CampusB,1000 
Withdrawal,5,11,Sat,7,CampusB,1000 
Withdrawal,5,12,Sat,7,CampusB,1000 
Withdrawal,5,12,Sat,7,CampusB,1000 
Withdrawal,5,12,Sat,7,CampusB,1000 
Withdrawal,5,12,Sat,7,CampusB,2000 
Withdrawal,5,12,Sat,7,CampusB,2000 
Withdrawal,5,12,Sat,7,CampusB,1000 
Withdrawal,5,12,Sat,7,CampusB,1000 
Transfer,5,12,Sat,7,CampusB,6000 
Withdrawal,5,12,Sat,7,CampusB,2000 
Withdrawal,5,12,Sat,7,CampusB,1000 
Withdrawal,5,13,Sat,7,CampusB,1000 
Withdrawal,5,13,Sat,7,CampusB,3000 
Deposit,5,13,Sat,7,CampusB,3000 
Withdrawal,5,13,Sat,7,CampusB,1000 
Deposit,5,13,Sat,7,CampusB,10000 
Transfer,5,13,Sat,7,CampusB,2000 
Withdrawal,5,13,Sat,7,CampusB,1000 
Deposit,5,13,Sat,7,CampusB,28000 
Withdrawal,5,13,Sat,7,CampusB,2000 
Deposit,5,13,Sat,7,CampusB,9000 
Withdrawal,5,13,Sat,7,CampusB,1000 
Withdrawal,5,13,Sat,7,CampusB,2000 
Withdrawal,5,14,Sat,7,CampusB,1000 
Withdrawal,5,14,Sat,7,CampusB,1000 
Withdrawal,5,14,Sat,7,CampusB,1000 
Withdrawal,5,14,Sat,7,CampusB,3000 
Deposit,5,14,Sat,7,CampusB,11000 
Withdrawal,5,14,Sat,7,CampusB,1000 
Withdrawal,5,14,Sat,7,CampusB,1000 
Deposit,5,14,Sat,7,CampusB,2000 
Withdrawal,5,15,Sat,7,CampusB,2000 
Withdrawal,5,15,Sat,7,CampusB,1000 
Withdrawal,5,15,Sat,7,CampusB,1000 
Withdrawal,5,15,Sat,7,CampusB,1000 
Withdrawal,5,15,Sat,7,CampusB,3000 
Withdrawal,5,15,Sat,7,CampusB,2000 
Withdrawal,5,15,Sat,7,CampusB,2000 
Deposit,5,15,Sat,7,CampusB,17000 
Withdrawal,5,15,Sat,7,CampusB,1000 
Withdrawal,5,15,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,3000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Deposit,5,16,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,3000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Deposit,5,16,Sat,7,CampusB,24000 
Transfer,5,16,Sat,7,CampusB,45000 
Withdrawal,5,16,Sat,7,CampusB,1000 
Withdrawal,5,16,Sat,7,CampusB,2000 
Withdrawal,5,17,Sat,7,CampusB,1000 
Deposit,5,17,Sat,7,CampusB,2000 
Withdrawal,5,17,Sat,7,CampusB,1000 
Withdrawal,5,17,Sat,7,CampusB,2000 
Withdrawal,5,17,Sat,7,CampusB,2000 
Withdrawal,5,17,Sat,7,CampusB,1000 
Withdrawal,5,18,Sat,7,CampusB,1000 
Withdrawal,5,18,Sat,7,CampusB,2000 
Withdrawal,5,18,Sat,7,CampusB,1000 
Deposit,5,18,Sat,7,CampusB,18000 
Withdrawal,5,18,Sat,7,CampusB,3000 
Withdrawal,5,18,Sat,7,CampusB,1000 
Deposit,5,18,Sat,7,CampusB,3000 
Withdrawal,5,18,Sat,7,CampusB,1000 
Withdrawal,5,18,Sat,7,CampusB,2000 
Deposit,5,18,Sat,7,CampusB,18000 
Withdrawal,5,18,Sat,7,CampusB,1000 
Withdrawal,5,18,Sat,7,CampusB,1000 
Deposit,5,19,Sat,7,CampusB,7000 
Withdrawal,5,19,Sat,7,CampusB,1000 
Deposit,5,19,Sat,7,CampusB,2000 
Withdrawal,5,19,Sat,7,CampusB,2000 
Deposit,5,19,Sat,7,CampusB,2000 
Withdrawal,5,19,Sat,7,CampusB,1000 
Withdrawal,5,19,Sat,7,CampusB,1000 
Withdrawal,5,19,Sat,7,CampusB,1000 
Withdrawal,5,19,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,2000 
Deposit,5,20,Sat,7,CampusB,31000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,20,Sat,7,CampusB,1000 
Withdrawal,5,21,Sat,7,CampusB,1000 
Withdrawal,5,21,Sat,7,CampusB,1000 
Withdrawal,5,21,Sat,7,CampusB,1000 
Withdrawal,5,21,Sat,7,CampusB,1000 
Withdrawal,5,22,Sat,7,CampusB,1000 
Withdrawal,5,22,Sat,7,CampusB,2000 
Withdrawal,5,22,Sat,7,CampusB,1000 
Withdrawal,5,22,Sat,7,CampusB,2000 
Transfer,5,22,Sat,7,CampusB,2000 
Withdrawal,5,22,Sat,7,CampusB,1000 
Withdrawal,5,22,Sat,7,CampusB,1000 
Withdrawal,5,22,Sat,7,CampusB,1000 
Withdrawal,5,23,Sat,7,CampusB,1000 
Withdrawal,5,23,Sat,7,CampusB,1000 
Withdrawal,6,10,Sun,1,CampusB,1000 
Deposit,6,10,Sun,1,CampusB,7000 
Withdrawal,6,11,Sun,1,CampusB,1000 
Withdrawal,6,11,Sun,1,CampusB,1000 
Withdrawal,6,11,Sun,1,CampusB,2000 
Withdrawal,6,11,Sun,1,CampusB,1000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Withdrawal,6,12,Sun,1,CampusB,2000 
Withdrawal,6,12,Sun,1,CampusB,2000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Withdrawal,6,12,Sun,1,CampusB,2000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Deposit,6,12,Sun,1,CampusB,5000 
Withdrawal,6,12,Sun,1,CampusB,1000 
Deposit,6,12,Sun,1,CampusB,3000 
Withdrawal,6,12,Sun,1,CampusB,2000 
Deposit,6,12,Sun,1,CampusB,8000 
Withdrawal,6,13,Sun,1,CampusB,2000 
Deposit,6,13,Sun,1,CampusB,1000 
Withdrawal,6,13,Sun,1,CampusB,2000 
Withdrawal,6,13,Sun,1,CampusB,3000 
Withdrawal,6,13,Sun,1,CampusB,1000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Withdrawal,6,14,Sun,1,CampusB,3000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Deposit,6,14,Sun,1,CampusB,6000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Deposit,6,14,Sun,1,CampusB,1000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Withdrawal,6,14,Sun,1,CampusB,1000 
Withdrawal,6,15,Sun,1,CampusB,1000 
Withdrawal,6,15,Sun,1,CampusB,6000 
Deposit,6,15,Sun,1,CampusB,4000 
Deposit,6,15,Sun,1,CampusB,4000 
Withdrawal,6,15,Sun,1,CampusB,1000 
Withdrawal,6,15,Sun,1,CampusB,1000 
Deposit,6,15,Sun,1,CampusB,6000 
Deposit,6,16,Sun,1,CampusB,4000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Deposit,6,16,Sun,1,CampusB,1000 
Deposit,6,16,Sun,1,CampusB,10000 
Withdrawal,6,16,Sun,1,CampusB,2000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,2000 
Deposit,6,16,Sun,1,CampusB,2000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,2000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,16,Sun,1,CampusB,2000 
Withdrawal,6,16,Sun,1,CampusB,2000 
Withdrawal,6,16,Sun,1,CampusB,2000 
Withdrawal,6,16,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,2000 
Deposit,6,17,Sun,1,CampusB,3000 
Withdrawal,6,17,Sun,1,CampusB,2000 
Withdrawal,6,17,Sun,1,CampusB,2000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,17,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Transfer,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,2000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Deposit,6,18,Sun,1,CampusB,3000 
Transfer,6,18,Sun,1,CampusB,3000 
Withdrawal,6,18,Sun,1,CampusB,2000 
Withdrawal,6,18,Sun,1,CampusB,1000 
Deposit,6,18,Sun,1,CampusB,6000 
Deposit,6,18,Sun,1,CampusB,1000 
Withdrawal,6,18,Sun,1,CampusB,2000 
Deposit,6,19,Sun,1,CampusB,10000 
Deposit,6,19,Sun,1,CampusB,4000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Deposit,6,19,Sun,1,CampusB,9000 
Deposit,6,19,Sun,1,CampusB,9000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,2000 
Deposit,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Withdrawal,6,19,Sun,1,CampusB,2000 
Withdrawal,6,19,Sun,1,CampusB,1000 
Deposit,6,20,Sun,1,CampusB,8000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Withdrawal,6,20,Sun,1,CampusB,2000 
Deposit,6,20,Sun,1,CampusB,7000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Deposit,6,20,Sun,1,CampusB,5000 
Withdrawal,6,20,Sun,1,CampusB,1000 
Withdrawal,6,21,Sun,1,CampusB,1000 
Deposit,6,21,Sun,1,CampusB,3000 
Withdrawal,6,21,Sun,1,CampusB,1000 
Withdrawal,6,21,Sun,1,CampusB,1000 
Withdrawal,6,21,Sun,1,CampusB,1000 
Deposit,6,22,Sun,1,CampusB,4000 
Withdrawal,6,22,Sun,1,CampusB,1000 
Withdrawal,6,22,Sun,1,CampusB,1000 
Withdrawal,6,22,Sun,1,CampusB,1000 
Deposit,6,23,Sun,1,CampusB,4000 
Withdrawal,6,23,Sun,1,CampusB,1000 
Withdrawal,7,7,Mon,2,CampusB,3000 
Withdrawal,7,7,Mon,2,CampusB,2000 
Withdrawal,7,8,Mon,2,CampusA,2000 
Withdrawal,7,8,Mon,2,CampusB,2000 
Withdrawal,7,8,Mon,2,CampusA,2000 
Withdrawal,7,8,Mon,2,CampusA,6000 
Withdrawal,7,8,Mon,2,CampusB,1000 
Transfer,7,8,Mon,2,CampusB,1000 
Withdrawal,7,9,Mon,2,CampusB,2000 
Withdrawal,7,9,Mon,2,CampusA,2000 
Withdrawal,7,9,Mon,2,CampusB,1000 
Withdrawal,7,9,Mon,2,CampusB,1000 
Withdrawal,7,9,Mon,2,CampusB,1000 
Withdrawal,7,9,Mon,2,CampusB,1000 
Deposit,7,9,Mon,2,CampusB,3000 
Deposit,7,10,Mon,2,CampusB,11000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Deposit,7,10,Mon,2,CampusB,2000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Deposit,7,10,Mon,2,CampusB,9000 
Deposit,7,10,Mon,2,CampusB,10000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Withdrawal,7,10,Mon,2,CampusB,2000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Withdrawal,7,10,Mon,2,CampusB,4000 
Deposit,7,10,Mon,2,CampusB,2000 
Deposit,7,10,Mon,2,CampusB,8000 
Withdrawal,7,10,Mon,2,CampusB,1000 
Deposit,7,11,Mon,2,CampusB,3000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Deposit,7,11,Mon,2,CampusB,8000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,2000 
Deposit,7,11,Mon,2,CampusB,8000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusA,3000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusA,3000 
Withdrawal,7,11,Mon,2,CampusA,2000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,3000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Deposit,7,11,Mon,2,CampusB,15000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusB,1000 
Withdrawal,7,11,Mon,2,CampusA,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Deposit,7,12,Mon,2,CampusB,3000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Deposit,7,12,Mon,2,CampusB,58000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Deposit,7,12,Mon,2,CampusB,7000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,2000 
Deposit,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusA,1000 
Withdrawal,7,12,Mon,2,CampusB,2000 
Withdrawal,7,12,Mon,2,CampusA,1000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Withdrawal,7,12,Mon,2,CampusB,2000 
Withdrawal,7,12,Mon,2,CampusB,1000 
Deposit,7,13,Mon,2,CampusB,3000 
Withdrawal,7,13,Mon,2,CampusA,2000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusB,15000 
Deposit,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Deposit,7,13,Mon,2,CampusB,2000 
Withdrawal,7,13,Mon,2,CampusB,2000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Deposit,7,13,Mon,2,CampusB,8000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusA,2000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusA,4000 
Deposit,7,13,Mon,2,CampusB,3000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Deposit,7,13,Mon,2,CampusB,7000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Withdrawal,7,13,Mon,2,CampusB,1000 
Deposit,7,13,Mon,2,CampusB,3000 
Withdrawal,7,13,Mon,2,CampusB,2000 
Withdrawal,7,13,Mon,2,CampusB,3000 
Withdrawal,7,13,Mon,2,CampusB,4000 
Withdrawal,7,14,Mon,2,CampusA,1000 
Deposit,7,14,Mon,2,CampusB,4000 
Withdrawal,7,14,Mon,2,CampusA,1000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusA,1000 
Deposit,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusB,3000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusA,1000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusB,2000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusA,1000 
Withdrawal,7,14,Mon,2,CampusB,10000 
Withdrawal,7,14,Mon,2,CampusB,2000 
Deposit,7,14,Mon,2,CampusB,6000 
Withdrawal,7,14,Mon,2,CampusA,3000 
Withdrawal,7,14,Mon,2,CampusB,2000 
Deposit,7,14,Mon,2,CampusB,2000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Deposit,7,14,Mon,2,CampusB,5000 
Transfer,7,14,Mon,2,CampusB,2000 
Withdrawal,7,14,Mon,2,CampusB,2000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Transfer,7,14,Mon,2,CampusB,16000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Deposit,7,14,Mon,2,CampusB,24000 
Deposit,7,14,Mon,2,CampusB,3000 
Withdrawal,7,14,Mon,2,CampusB,1000 
Withdrawal,7,14,Mon,2,CampusB,2000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Deposit,7,15,Mon,2,CampusB,5000 
Withdrawal,7,15,Mon,2,CampusA,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusA,2000 
Withdrawal,7,15,Mon,2,CampusB,2000 
Deposit,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Deposit,7,15,Mon,2,CampusB,3000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusB,2000 
Transfer,7,15,Mon,2,CampusB,2000 
Withdrawal,7,15,Mon,2,CampusB,1000 
Withdrawal,7,15,Mon,2,CampusA,3000 
Withdrawal,7,15,Mon,2,CampusB,3000 
Withdrawal,7,15,Mon,2,CampusA,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,2000 
Deposit,7,16,Mon,2,CampusB,5000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,2000 
Deposit,7,16,Mon,2,CampusB,3000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusA,1000 
Transfer,7,16,Mon,2,CampusB,6000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Deposit,7,16,Mon,2,CampusB,21000 
Withdrawal,7,16,Mon,2,CampusB,7000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Deposit,7,16,Mon,2,CampusB,8000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,16,Mon,2,CampusB,3000 
Withdrawal,7,16,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusA,1000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Deposit,7,17,Mon,2,CampusB,2000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusB,12000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusB,2000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusB,2000 
Transfer,7,17,Mon,2,CampusB,3000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Deposit,7,17,Mon,2,CampusB,1000 
Withdrawal,7,17,Mon,2,CampusB,1000 
Deposit,7,17,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,2000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusA,1000 
Deposit,7,18,Mon,2,CampusB,8000 
Deposit,7,18,Mon,2,CampusB,3000 
Withdrawal,7,18,Mon,2,CampusB,2000 
Deposit,7,18,Mon,2,CampusB,26000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,3000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Withdrawal,7,18,Mon,2,CampusB,1000 
Deposit,7,19,Mon,2,CampusB,1000 
Withdrawal,7,19,Mon,2,CampusB,1000 
Deposit,7,19,Mon,2,CampusB,2000 
Withdrawal,7,19,Mon,2,CampusB,3000 
Deposit,7,19,Mon,2,CampusB,6000 
Withdrawal,7,19,Mon,2,CampusB,2000 
Withdrawal,7,19,Mon,2,CampusB,1000 
Withdrawal,7,19,Mon,2,CampusB,1000 
Deposit,7,19,Mon,2,CampusB,3000 
Deposit,7,19,Mon,2,CampusB,30000 
Transfer,7,19,Mon,2,CampusB,21000 
Deposit,7,19,Mon,2,CampusB,4000 
Withdrawal,7,19,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Deposit,7,20,Mon,2,CampusB,10000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Transfer,7,20,Mon,2,CampusB,2000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Deposit,7,20,Mon,2,CampusB,3000 
Withdrawal,7,20,Mon,2,CampusB,1000 
Withdrawal,7,21,Mon,2,CampusB,1000 
Withdrawal,7,21,Mon,2,CampusB,1000 
Withdrawal,7,21,Mon,2,CampusB,1000 
Deposit,7,21,Mon,2,CampusB,2000 
Withdrawal,7,21,Mon,2,CampusB,2000 
Withdrawal,7,21,Mon,2,CampusB,2000 
Withdrawal,7,21,Mon,2,CampusB,1000 
Withdrawal,7,21,Mon,2,CampusB,1000 
Withdrawal,7,21,Mon,2,CampusB,1000 
Deposit,7,22,Mon,2,CampusB,2000 
Withdrawal,7,22,Mon,2,CampusB,1000 
Withdrawal,7,22,Mon,2,CampusB,1000 
Deposit,7,23,Mon,2,CampusB,9000 
Deposit,7,23,Mon,2,CampusB,2000 
Deposit,7,23,Mon,2,CampusB,4000 
Deposit,7,23,Mon,2,CampusB,19000 
Withdrawal,7,23,Mon,2,CampusB,2000 
Withdrawal,8,3,Tue,3,CampusA,3000 
Withdrawal,8,4,Tue,3,CampusB,2000 
Deposit,8,4,Tue,3,CampusB,2000 
Withdrawal,8,4,Tue,3,CampusB,2000 
Withdrawal,8,7,Tue,3,CampusA,3000 
Withdrawal,8,8,Tue,3,CampusB,1000 
Withdrawal,8,8,Tue,3,CampusB,2000 
Withdrawal,8,8,Tue,3,CampusB,1000 
Withdrawal,8,8,Tue,3,CampusB,1000 
Withdrawal,8,8,Tue,3,CampusB,2000 
Withdrawal,8,8,Tue,3,CampusB,2000 
Deposit,8,8,Tue,3,CampusB,240000 
Withdrawal,8,8,Tue,3,CampusB,2000 
Withdrawal,8,9,Tue,3,CampusB,6000 
Withdrawal,8,9,Tue,3,CampusB,1000 
Withdrawal,8,9,Tue,3,CampusB,1000 
Withdrawal,8,9,Tue,3,CampusB,3000 
Withdrawal,8,9,Tue,3,CampusB,2000 
Deposit,8,9,Tue,3,CampusB,5000 
Deposit,8,9,Tue,3,CampusB,8000 
Withdrawal,8,9,Tue,3,CampusB,2000 
Withdrawal,8,9,Tue,3,CampusB,1000 
Withdrawal,8,9,Tue,3,CampusB,1000 
Withdrawal,8,9,Tue,3,CampusA,1000 
Withdrawal,8,10,Tue,3,CampusA,9000 
Deposit,8,10,Tue,3,CampusB,5000 
Deposit,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Withdrawal,8,10,Tue,3,CampusA,2000 
Withdrawal,8,10,Tue,3,CampusB,1000 
Transfer,8,10,Tue,3,CampusB,2000 
Withdrawal,8,10,Tue,3,CampusB,1000 
